,Suburb,Latitude,Longitude,Distance,Venue_Name,Venue_Type
0,Acacia Ridge,-27.583333,153.033333,12.610155904671403,Subway,Sandwich Place
1,Acacia Ridge,-27.583333,153.033333,12.610155904671403,IGA Acacia Ridge,Grocery Store
2,Acacia Ridge,-27.583333,153.033333,12.610155904671403,KFC,Fast Food Restaurant
3,Acacia Ridge,-27.583333,153.033333,12.610155904671403,Cairncross Radiators Australia Pty Ltd,Auto Garage
4,Acacia Ridge,-27.583333,153.033333,12.610155904671403,Nutrien Ag Solutions,Farm
5,Acacia Ridge,-27.583333,153.033333,12.610155904671403,Guzman y Gomez,Mexican Restaurant
6,Acacia Ridge,-27.583333,153.033333,12.610155904671403,Shell,Gas Station
7,Acacia Ridge,-27.583333,153.033333,12.610155904671403,Acacia Ridge Shopping Centre,Food & Drink Shop
8,Albion,-27.431944,153.046111,4.676972088061202,Fonzie Abbott Coffee Roasters,Café
9,Albion,-27.431944,153.046111,4.676972088061202,Brew Bakers,Bakery
10,Albion,-27.431944,153.046111,4.676972088061202,My Mistress Cafe,Breakfast Spot
11,Albion,-27.431944,153.046111,4.676972088061202,Grilled Fish,Seafood Restaurant
12,Albion,-27.431944,153.046111,4.676972088061202,Hudsons Corner,American Restaurant
13,Albion,-27.431944,153.046111,4.676972088061202,Breakfast Creek Hotel,Beer Garden
14,Albion,-27.431944,153.046111,4.676972088061202,Sitar Indian Restaurant,Indian Restaurant
15,Albion,-27.431944,153.046111,4.676972088061202,Artie & Mai,Café
16,Albion,-27.431944,153.046111,4.676972088061202,Bartley's Hill Lookout,Scenic Lookout
17,Albion,-27.431944,153.046111,4.676972088061202,Efes One,Turkish Restaurant
18,Albion,-27.431944,153.046111,4.676972088061202,Riverview Hotel,Hotel
19,Albion,-27.431944,153.046111,4.676972088061202,Allan Border Field,Cricket Ground
20,Albion,-27.431944,153.046111,4.676972088061202,Subway,Sandwich Place
21,Albion,-27.431944,153.046111,4.676972088061202,Red Rooster,Fast Food Restaurant
22,Albion,-27.431944,153.046111,4.676972088061202,Albion Comedy Club,Comedy Club
23,Albion,-27.431944,153.046111,4.676972088061202,Greg Chappell Cricket Centre,Sporting Goods Shop
24,Albion,-27.431944,153.046111,4.676972088061202,Albion Hotel,Pub
25,Albion,-27.431944,153.046111,4.676972088061202,McDonald's,Fast Food Restaurant
26,Albion,-27.431944,153.046111,4.676972088061202,The Pavilion,Cricket Ground
27,Albion,-27.431944,153.046111,4.676972088061202,Albion Railway Station,Train Station
28,Albion,-27.431944,153.046111,4.676972088061202,The Planning Place,Business Service
29,Albion,-27.431944,153.046111,4.676972088061202,Pizza Hut,Pizza Place
30,Albion,-27.431944,153.046111,4.676972088061202,Sweet Delicious Espresso,Café
31,Albion,-27.431944,153.046111,4.676972088061202,Thaiways,Thai Restaurant
32,Albion,-27.431944,153.046111,4.676972088061202,Ma Belle Amie,Gift Shop
33,Albion,-27.431944,153.046111,4.676972088061202,Bus Stop 23 - Clayfield South,Bus Stop
34,Albion,-27.431944,153.046111,4.676972088061202,Movement Enhanced,Gym
35,Albion,-27.431944,153.046111,4.676972088061202,Sushi Train,Japanese Restaurant
36,Albion,-27.431944,153.046111,4.676972088061202,12RND FITNESS CLAYFIELD,Gym
37,Albion,-27.431944,153.046111,4.676972088061202,AlcieMay Manufacturing,Business Service
38,Albion,-27.431944,153.046111,4.676972088061202,Self Serve Laundry / Koy's Alterations,Laundromat
39,Albion,-27.431944,153.046111,4.676972088061202,Kingsford Riverside Inn,Hotel
40,Albion,-27.431944,153.046111,4.676972088061202,Windsor Park,Park
41,Albion,-27.431944,153.046111,4.676972088061202,Profit SEO,IT Services
42,Albion,-27.431944,153.046111,4.676972088061202,Team Moto Kawasaki,Motorcycle Shop
43,Albion,-27.431944,153.046111,4.676972088061202,Spanish Garden Steakhouse,Steakhouse
44,Albion,-27.431944,153.046111,4.676972088061202,Breakfast Creek Wharf,Pier
45,Albion,-27.431944,153.046111,4.676972088061202,Statewide Pool Liners Pty Ltd,Pool
46,Alderley,-27.423889,153.005,5.459540567054027,Brisbane City Indoor Sports,Athletics & Sports
47,Alderley,-27.423889,153.005,5.459540567054027,The Tiller Coffee,Café
48,Alderley,-27.423889,153.005,5.459540567054027,Newmarket Olympic Swimming Pool,Pool
49,Alderley,-27.423889,153.005,5.459540567054027,Genki Mart,Grocery Store
50,Alderley,-27.423889,153.005,5.459540567054027,Coles,Supermarket
51,Alderley,-27.423889,153.005,5.459540567054027,Siri Thai Restaurant,Thai Restaurant
52,Alderley,-27.423889,153.005,5.459540567054027,BP,Gas Station
53,Alderley,-27.423889,153.005,5.459540567054027,Alderley Railway Station,Train Station
54,Alderley,-27.423889,153.005,5.459540567054027,Salvos Store,Thrift / Vintage Store
55,Alderley,-27.423889,153.005,5.459540567054027,Shell,Gas Station
56,Alderley,-27.423889,153.005,5.459540567054027,Pizza Hut,Pizza Place
57,Alderley,-27.423889,153.005,5.459540567054027,That Flower Shop,Flower Shop
58,Alderley,-27.423889,153.005,5.459540567054027,McDonald's,Fast Food Restaurant
59,Alderley,-27.423889,153.005,5.459540567054027,Grinstead Park,Playground
60,Alderley,-27.423889,153.005,5.459540567054027,Battery World,Electronics Store
61,Alderley,-27.423889,153.005,5.459540567054027,Dangs Takeaway,Fish & Chips Shop
62,Alderley,-27.423889,153.005,5.459540567054027,Bus Stop 22 - Banks Street,Bus Stop
63,Alderley,-27.423889,153.005,5.459540567054027,Crust Gourmet Pizza Bar,Pizza Place
64,Alderley,-27.423889,153.005,5.459540567054027,Mr T's Bakery,Bakery
65,Alderley,-27.423889,153.005,5.459540567054027,Jetts Fitness,Gym / Fitness Center
66,Annerley,-27.5138962,153.0309346,4.923209595381739,Little Clive,Café
67,Annerley,-27.5138962,153.0309346,4.923209595381739,Dudley St Expresso & Collectables,Coffee Shop
68,Annerley,-27.5138962,153.0309346,4.923209595381739,Café Ô-mai,Vietnamese Restaurant
69,Annerley,-27.5138962,153.0309346,4.923209595381739,Fuel Espresso,Café
70,Annerley,-27.5138962,153.0309346,4.923209595381739,Chemist Warehouse,Pharmacy
71,Annerley,-27.5138962,153.0309346,4.923209595381739,Subway,Sandwich Place
72,Annerley,-27.5138962,153.0309346,4.923209595381739,Red Lotus Annerley,Vietnamese Restaurant
73,Annerley,-27.5138962,153.0309346,4.923209595381739,Woolworths,Supermarket
74,Annerley,-27.5138962,153.0309346,4.923209595381739,Coles,Supermarket
75,Annerley,-27.5138962,153.0309346,4.923209595381739,Slinky Espresso,Coffee Shop
76,Annerley,-27.5138962,153.0309346,4.923209595381739,Hardings Pharmacy,Pharmacy
77,Annerley,-27.5138962,153.0309346,4.923209595381739,Taco Bell,Taco Place
78,Annerley,-27.5138962,153.0309346,4.923209595381739,Kim & Ky Takeaway,Burger Joint
79,Annerley,-27.5138962,153.0309346,4.923209595381739,Peter Baker-Finch Centre,Sporting Goods Shop
80,Annerley,-27.5138962,153.0309346,4.923209595381739,7-Eleven,Convenience Store
81,Annerley,-27.5138962,153.0309346,4.923209595381739,KFC,Fast Food Restaurant
82,Annerley,-27.5138962,153.0309346,4.923209595381739,Mac and PC Doctors,IT Services
83,Annerley,-27.5138962,153.0309346,4.923209595381739,Great Cafe,Restaurant
84,Annerley,-27.5138962,153.0309346,4.923209595381739,Thai Kanjana,Thai Restaurant
85,Annerley,-27.5138962,153.0309346,4.923209595381739,Crust Pizza Annerley,Pizza Place
86,Annerley,-27.5138962,153.0309346,4.923209595381739,Smooth Latin Groove Studios,Dance Studio
87,Annerley,-27.5138962,153.0309346,4.923209595381739,Pizza Capers,Pizza Place
88,Annerley,-27.5138962,153.0309346,4.923209595381739,Phone Repair Doctor,Mobile Phone Shop
89,Annerley,-27.5138962,153.0309346,4.923209595381739,Mission Repair,Mobile Phone Shop
90,Annerley,-27.5138962,153.0309346,4.923209595381739,Chardon's Corner Hotel,Pub
91,Annerley,-27.5138962,153.0309346,4.923209595381739,Fairfield Railway Station,Train Station
92,Annerley,-27.5138962,153.0309346,4.923209595381739,Dollars and Sense,Discount Store
93,Annerley,-27.5138962,153.0309346,4.923209595381739,Damper's Bakery,Bakery
94,Annerley,-27.5138962,153.0309346,4.923209595381739,Jamaica Blue,Café
95,Annerley,-27.5138962,153.0309346,4.923209595381739,Daily Sushi,Sushi Restaurant
96,Annerley,-27.5138962,153.0309346,4.923209595381739,Yeronga Memorial Park,Park
97,Annerley,-27.5138962,153.0309346,4.923209595381739,Thai Gold Singha,Thai Restaurant
98,Annerley,-27.5138962,153.0309346,4.923209595381739,The Pink Salmon,Seafood Restaurant
99,Annerley,-27.5138962,153.0309346,4.923209595381739,Yeronga Park,Park
100,Annerley,-27.5138962,153.0309346,4.923209595381739,Greenslopes Busway Station,Bus Station
101,Archerfield,-27.568333,153.024167,10.922268764418964,BP,Gas Station
102,Archerfield,-27.568333,153.024167,10.922268764418964,Woolworths,Grocery Store
103,Archerfield,-27.568333,153.024167,10.922268764418964,Archerfield Airport,Airport
104,Archerfield,-27.568333,153.024167,10.922268764418964,MechTest,Construction & Landscaping
105,Archerfield,-27.568333,153.024167,10.922268764418964,Wild Bean Cafe,Café
106,Archerfield,-27.568333,153.024167,10.922268764418964,Moller's Mechanical Pty Ltd,Frame Store
107,Archerfield,-27.568333,153.024167,10.922268764418964,Turbo Brisbane Pty Ltd,Auto Garage
108,Archerfield,-27.568333,153.024167,10.922268764418964,AussieHobbies,Hobby Shop
109,Archerfield,-27.568333,153.024167,10.922268764418964,Acacia Marketplace,Market
110,Archerfield,-27.568333,153.024167,10.922268764418964,Citylife Furniture,Furniture / Home Store
111,Archerfield,-27.568333,153.024167,10.922268764418964,Apollo Landscaping Supplies,Garden
112,Archerfield,-27.568333,153.024167,10.922268764418964,Aerodrome Training Australia,Airport
113,Archerfield,-27.568333,153.024167,10.922268764418964,Primal Screens,Print Shop
114,Archerfield,-27.568333,153.024167,10.922268764418964,美味廚房 Good Taste Kitchen,Food & Drink Shop
115,Ascot,-27.431944,153.065,5.754053139562659,Le Bon Choix,Bakery
116,Ascot,-27.431944,153.065,5.754053139562659,Taro's Ramen,Japanese Restaurant
117,Ascot,-27.431944,153.065,5.754053139562659,Hosokawa,Japanese Restaurant
118,Ascot,-27.431944,153.065,5.754053139562659,Milany - Caffe E Gelato,Dessert Shop
119,Ascot,-27.431944,153.065,5.754053139562659,5 Boroughs,Burger Joint
120,Ascot,-27.431944,153.065,5.754053139562659,Dan Murphy's,Liquor Store
121,Ascot,-27.431944,153.065,5.754053139562659,Trattoria Italiana,Italian Restaurant
122,Ascot,-27.431944,153.065,5.754053139562659,Eagle Farm Markets,Flea Market
123,Ascot,-27.431944,153.065,5.754053139562659,The Coffee Club,Café
124,Ascot,-27.431944,153.065,5.754053139562659,That Thai,Thai Restaurant
125,Ascot,-27.431944,153.065,5.754053139562659,Anytime Fitness,Gym / Fitness Center
126,Ascot,-27.431944,153.065,5.754053139562659,Seagrill Cafe Restaurant,Seafood Restaurant
127,Ascot,-27.431944,153.065,5.754053139562659,Grill'd,Burger Joint
128,Ascot,-27.431944,153.065,5.754053139562659,Domain Serviced Apartments,Pizza Place
129,Ascot,-27.431944,153.065,5.754053139562659,IGA Ascot,Grocery Store
130,Ascot,-27.431944,153.065,5.754053139562659,Woolworths,Grocery Store
131,Ascot,-27.431944,153.065,5.754053139562659,Samies Girl,Fish Market
132,Ascot,-27.431944,153.065,5.754053139562659,Domino's Pizza,Pizza Place
133,Ascot,-27.431944,153.065,5.754053139562659,Woolworths,Supermarket
134,Ascot,-27.431944,153.065,5.754053139562659,Subway,Sandwich Place
135,Ascot,-27.431944,153.065,5.754053139562659,7-Eleven,Convenience Store
136,Ascot,-27.431944,153.065,5.754053139562659,Ascot Family Practice,Doctor's Office
137,Ascot,-27.431944,153.065,5.754053139562659,Connor,Men's Store
138,Ascot,-27.431944,153.065,5.754053139562659,Paint my property,Construction & Landscaping
139,Ascot,-27.431944,153.065,5.754053139562659,Eagle Farm Racecourse,Racetrack
140,Ascot,-27.431944,153.065,5.754053139562659,Vanilla Pod Cafe,Cupcake Shop
141,Ascot,-27.431944,153.065,5.754053139562659,Brumby's,Bakery
142,Ascot,-27.431944,153.065,5.754053139562659,The Coffee Club,Café
143,Ascot,-27.431944,153.065,5.754053139562659,Kent Street Bus Stop 21,Bus Stop
144,Ascot,-27.431944,153.065,5.754053139562659,Montclaire Bakery,Bakery
145,Ascot,-27.431944,153.065,5.754053139562659,Woolworths,Supermarket
146,Ascot,-27.431944,153.065,5.754053139562659,Hamilton Bowls Club,Bowling Green
147,Ascot,-27.431944,153.065,5.754053139562659,Hamilton Central (Stop 20),Bus Station
148,Ascot,-27.431944,153.065,5.754053139562659,Quality Hotel Airport International,Hotel
149,Ascot,-27.431944,153.065,5.754053139562659,Gino's,Italian Restaurant
150,Ascot,-27.431944,153.065,5.754053139562659,Airport Heritage Motel,Motel
151,Ascot,-27.431944,153.065,5.754053139562659,Kingsford Smith Motel,Hotel
152,Ascot,-27.431944,153.065,5.754053139562659,Enjoy Inn,Chinese Restaurant
153,Ascot,-27.431944,153.065,5.754053139562659,Shinsen Sushi,Sushi Restaurant
154,Ascot,-27.431944,153.065,5.754053139562659,Chicco Boom,Café
155,Ascot,-27.431944,153.065,5.754053139562659,Techboxx,IT Services
156,Ascot,-27.431944,153.065,5.754053139562659,Avis,Rental Car Location
157,Ascot,-27.431944,153.065,5.754053139562659,Budget,Rental Car Location
158,Ashgrove,-27.445278,152.991944,4.257129052727189,Ashgrove Fresh Fruit Market,Fruit & Vegetable Store
159,Ashgrove,-27.445278,152.991944,4.257129052727189,Red Hill Farmers Markets,Farmers Market
160,Ashgrove,-27.445278,152.991944,4.257129052727189,U&I Espresso,Café
161,Ashgrove,-27.445278,152.991944,4.257129052727189,The Junk Bar,Cocktail Bar
162,Ashgrove,-27.445278,152.991944,4.257129052727189,The Grove,Bar
163,Ashgrove,-27.445278,152.991944,4.257129052727189,Chemist Warehouse,Pharmacy
164,Ashgrove,-27.445278,152.991944,4.257129052727189,HUB Café Kitchen,Café
165,Ashgrove,-27.445278,152.991944,4.257129052727189,Subway,Sandwich Place
166,Ashgrove,-27.445278,152.991944,4.257129052727189,Milk,Café
167,Ashgrove,-27.445278,152.991944,4.257129052727189,7-Eleven,Convenience Store
168,Ashgrove,-27.445278,152.991944,4.257129052727189,Woolworths,Supermarket
169,Ashgrove,-27.445278,152.991944,4.257129052727189,Broncos Leagues Club,Sports Club
170,Ashgrove,-27.445278,152.991944,4.257129052727189,Home Cafe Ashgrove,Café
171,Ashgrove,-27.445278,152.991944,4.257129052727189,Tutto Caffe,Café
172,Ashgrove,-27.445278,152.991944,4.257129052727189,Fox & Rabbit Coffee Co.,Café
173,Ashgrove,-27.445278,152.991944,4.257129052727189,Goodlife Health Club,Gym
174,Ashgrove,-27.445278,152.991944,4.257129052727189,Chinpala Kitchen Thai,Thai Restaurant
175,Ashgrove,-27.445278,152.991944,4.257129052727189,Brot Wicked European Bread,Bakery
176,Ashgrove,-27.445278,152.991944,4.257129052727189,Highpoint Plaza,Shopping Mall
177,Ashgrove,-27.445278,152.991944,4.257129052727189,Tsuru Sushi Cafe,Sushi Restaurant
178,Ashgrove,-27.445278,152.991944,4.257129052727189,JudyC Cakes,Café
179,Ashgrove,-27.445278,152.991944,4.257129052727189,BWS,Liquor Store
180,Ashgrove,-27.445278,152.991944,4.257129052727189,ALDI,Supermarket
181,Ashgrove,-27.445278,152.991944,4.257129052727189,Golden Crown Chinese,Chinese Restaurant
182,Ashgrove,-27.445278,152.991944,4.257129052727189,Arthur's Green,Café
183,Ashgrove,-27.445278,152.991944,4.257129052727189,Baskin-Robbins,Ice Cream Shop
184,Ashgrove,-27.445278,152.991944,4.257129052727189,Jetts Fitness,Gym / Fitness Center
185,Ashgrove,-27.445278,152.991944,4.257129052727189,Wild Bean Cafe,Café
186,Ashgrove,-27.445278,152.991944,4.257129052727189,Pest Doctors,Home Service
187,Ashgrove,-27.445278,152.991944,4.257129052727189,Woolcock Park,Park
188,Ashgrove,-27.445278,152.991944,4.257129052727189,Steam Train Espresso,Coffee Shop
189,Ashgrove,-27.445278,152.991944,4.257129052727189,Dorrington Park,Park
190,Ashgrove,-27.445278,152.991944,4.257129052727189,Salvos Stores,Thrift / Vintage Store
191,Ashgrove,-27.445278,152.991944,4.257129052727189,Na Pizzetta Organic Street Food,Pizza Place
192,Aspley,-27.3639,153.0157,11.76849537379133,Sushi Train,Sushi Restaurant
193,Aspley,-27.3639,153.0157,11.76849537379133,Officeworks,Paper / Office Supplies Store
194,Aspley,-27.3639,153.0157,11.76849537379133,Domino's Pizza,Pizza Place
195,Aspley,-27.3639,153.0157,11.76849537379133,Aspley Oriental,Chinese Restaurant
196,Aspley,-27.3639,153.0157,11.76849537379133,Cold Rock Ice Creamery,Ice Cream Shop
197,Aspley,-27.3639,153.0157,11.76849537379133,Kmart,Department Store
198,Aspley,-27.3639,153.0157,11.76849537379133,Coles,Supermarket
199,Aspley,-27.3639,153.0157,11.76849537379133,Woolworths,Supermarket
200,Aspley,-27.3639,153.0157,11.76849537379133,7-Eleven,Convenience Store
201,Aspley,-27.3639,153.0157,11.76849537379133,Outback Steakhouse,Steakhouse
202,Aspley,-27.3639,153.0157,11.76849537379133,7-Eleven,Convenience Store
203,Aspley,-27.3639,153.0157,11.76849537379133,Coles Express,Convenience Store
204,Aspley,-27.3639,153.0157,11.76849537379133,KFC,Fast Food Restaurant
205,Aspley,-27.3639,153.0157,11.76849537379133,Hog's Breath Cafe,Steakhouse
206,Aspley,-27.3639,153.0157,11.76849537379133,The Coffee Club,Coffee Shop
207,Aspley,-27.3639,153.0157,11.76849537379133,Coles,Supermarket
208,Aspley,-27.3639,153.0157,11.76849537379133,Aspley 10 Pin Bowl,Bowling Alley
209,Aspley,-27.3639,153.0157,11.76849537379133,Hungry Jack's,Fast Food Restaurant
210,Aspley,-27.3639,153.0157,11.76849537379133,Fish On Line,Seafood Restaurant
211,Aspley,-27.3639,153.0157,11.76849537379133,Crust Pizza Aspley,Pizza Place
212,Aspley,-27.3639,153.0157,11.76849537379133,Pizza Hut,Pizza Place
213,Aspley,-27.3639,153.0157,11.76849537379133,Jaycar Electronics,Electronics Store
214,Aspley,-27.3639,153.0157,11.76849537379133,Jetts Fitness,Gym / Fitness Center
215,Aspley,-27.3639,153.0157,11.76849537379133,Liquorland,Liquor Store
216,Aspley,-27.3639,153.0157,11.76849537379133,Enchilada's,Mexican Restaurant
217,Aspley,-27.3639,153.0157,11.76849537379133,Aspley Bus Stop,Bus Stop
218,Aspley,-27.3639,153.0157,11.76849537379133,EB Games,Video Game Store
219,Aspley,-27.3639,153.0157,11.76849537379133,Miss India,Indian Restaurant
220,Aspley,-27.3639,153.0157,11.76849537379133,Top Nosh Café,Coffee Shop
221,Aspley,-27.3639,153.0157,11.76849537379133,ALDI,Grocery Store
222,Aspley,-27.3639,153.0157,11.76849537379133,Yum Cha,Dumpling Restaurant
223,Aspley,-27.3639,153.0157,11.76849537379133,Donut King,Donut Shop
224,Aspley,-27.3639,153.0157,11.76849537379133,Scrumpys,Asian Restaurant
225,Aspley,-27.3639,153.0157,11.76849537379133,Michel's Patisserie,Bakery
226,Aspley,-27.3639,153.0157,11.76849537379133,Sunlit Asian Supermarket,Grocery Store
227,Aspley,-27.3639,153.0157,11.76849537379133,Red Rooster,Fast Food Restaurant
228,Aspley,-27.3639,153.0157,11.76849537379133,Injex Clinics Aspley,Spa
229,Aspley,-27.3639,153.0157,11.76849537379133,Shell,Gas Station
230,Aspley,-27.3639,153.0157,11.76849537379133,Bai Rui Taekwon-do - Aspley Club,Martial Arts School
231,Aspley,-27.3639,153.0157,11.76849537379133,Pattons Fresh Food Markets,Grocery Store
232,Aspley,-27.3639,153.0157,11.76849537379133,Goodlife Health Club,Gym
233,Aspley,-27.3639,153.0157,11.76849537379133,Pillow Talk Aspley,Furniture / Home Store
234,Aspley,-27.3639,153.0157,11.76849537379133,Graham Road Bus Stop 47,Bus Stop
235,Aspley,-27.3639,153.0157,11.76849537379133,Forty Winks,Furniture / Home Store
236,Aspley,-27.3639,153.0157,11.76849537379133,Aspley Hornets Football Club,Social Club
237,Aspley,-27.3639,153.0157,11.76849537379133,Bubs Baby Shop,Baby Store
238,Auchenflower,-27.475556,152.991667,3.3682940727772195,Two Sisters Pizza,Pizza Place
239,Auchenflower,-27.475556,152.991667,3.3682940727772195,Corner Store Café,Café
240,Auchenflower,-27.475556,152.991667,3.3682940727772195,French Patisserie,Bakery
241,Auchenflower,-27.475556,152.991667,3.3682940727772195,Fiesta Olé,Mexican Restaurant
242,Auchenflower,-27.475556,152.991667,3.3682940727772195,Regatta Hotel,Pub
243,Auchenflower,-27.475556,152.991667,3.3682940727772195,Brisbane Basketball Stadium,Basketball Court
244,Auchenflower,-27.475556,152.991667,3.3682940727772195,The Walrus Club,Speakeasy
245,Auchenflower,-27.475556,152.991667,3.3682940727772195,Deer Duck Bistro,Restaurant
246,Auchenflower,-27.475556,152.991667,3.3682940727772195,Regatta Boatshed,Steakhouse
247,Auchenflower,-27.475556,152.991667,3.3682940727772195,Frog 'n' Toad,Café
